,text,claim,emotion
7287,"The reasons are that the models assume that increases in atmospheric carbon dioxide (CO2) will lead to increases in atmospheric water vaporthe most prevalent greenhouse gasand that will enhance the gas' warming affect. That's fine in theory but has yet to be demonstrated in practice. Atmospheric water vapor has not increased. More importantly, scientists like University of Alabama's Roy Spencer and MIT's Richard Lindzen have shown that other elements in our complex climate system can be compensating.",2_3,neutral
7294,"We have been through a dark time when blacklists of scientists who disagree with the IPCC climate orthodoxy have been drawn up, editors have been threatened with being forced out of their jobs for allowing dissenting papers to be published in journals, correct science which disproves the orthodoxy position has been ignored and witch hunts on skeptical scientists and bloggers have been promoted.",5_2,anger
7297,"An issue with models (as far as I know how models handle this issue), by the way, is that they dissipate this transferred free energy by turbulence rather than transferring it to the ocean or to the sand. Oceans are usually driven by wind drag, but the resulting power input has already been dissipated by the models drag parameterization in the atmospheric boundary layer. So this should be quite an inconsistency in the coupling of models, with effects on the turbulent fluxes. I really think this points out that models do not handle interactions correctly at system boundaries with respect to free energy transfer.",5_1,neutral
7304,"Steve McIntyre pointed out some time ago, here , that almost all the global climate models around which much of the IPCCs AR5 WGI report was centred had been warming faster than the real climate system over the last 35-odd years, in terms of the key metric of global mean surface temperature. The relevant figure from Steves post is reproduced as Figure 1 below.",5_1,neutral
7311,Theoretically this relationship has been known a long time. The parallelism between global temperature and solar activity over the past 1000 years appears to confirm it.,2_1,neutral
7316,"In order to hide the unexpectedly slow increase in temperature, he has alsostretchedout the Y-axis of his graph. If he drew the temperature graph at the same scale as his 1988 forecasts, no one would even be paying attention any more. The graph below doesnt look much like a hockey stick.",5_2,realization
7317,"Obtaining the lithium for these batteries involves mining and scarring the earth as much as mining coal, which for the foreseeable future will generate much of our electricity. And we likely will be as dependent on foreign, and sometimes unfriendly, sources of lithium as we are for oil.",4_4,neutral
7318,"On his web site, Alan Carlin posted his remarks upon acceptance of the Climate Science Whistleblower Award. Carlin tried to fight from within the EPA that finding the greenhouse gas emissions, particularly carbon dioxide (CO2), endangers human health and welfare (Endangerment Finding). He thought it was based on bad science. He was promptly muzzled. So much for the most transparent Administration ever. This highly questionable finding provides the EPA with the justification to severely regulate power plants, expanding its powers without Congressional action. Carlin states: So what started out as a scientific issue concerning a proposed Endangerment Finding has now escalated into a major legal and even Constitutional issue concerning Presidential powers. The President roams the country calling us flat-earthers and science-deniers. Perhaps it is time to characterize his behavior as illegal and even dictatorial.",5_2,neutral
7327,"Considered somewhat of a black sheep within the scientific community Judith was a one time supporter of the IPCC until she started to find herself disagreeing with certain policies and methods of the organization. She feared the combination of groupthink and political advocacy, combined with an ingrained noble cause syndrome stifled scientific debate, slowed down scientific progress, and corrupted the assessment process.",5_2,disapproval
7336,"I wish they??d exhibit the same investigative zeal when it comes to looking at Arctic sea ice record low extents , for all we know, the 2007 low extent might also be a victim of the same algorithm shift that occurred that year.",5_1,desire
7340,"A key part of the IPCC report is the presentation of evidence of parallel increases in both global temperatures and levels of carbon dioxide in the atmosphere. It is claimed by IPCC that the increased carbon dioxide emitted by Man is causing global warming. In my paper it is shown that the cause and effect relation is exactly the opposite; that natural global warming has caused an increase in the level of carbon dioxide in the atmosphere, simply because of the reduction in solubility of carbon dioxide in sea water with increasing sea temperatures.",2_3,neutral
